condition,has_missing,image,tp,conf,h_px,w_px,area_frac,h_vs_median,h_vs_min,n_labels,max_label_iou,covered_by_labels,touches_edge,cy_frac
mix_missing_duplicate,1,000286.png,1,0.8155,26.3,80.2,0.004522,0.45,1.265,8,0.053,0.261,0,0.534
mix_missing_duplicate,1,000286.png,1,0.6718,31.1,40.2,0.002681,0.533,1.498,8,0.241,0.533,0,0.513
mix_missing_duplicate,1,000295.png,1,0.9016,95.4,134.6,0.027569,7.255,7.255,2,0.0,0.0,0,0.633
mix_missing_duplicate,1,000357.png,1,0.9099,70.7,158.7,0.024048,1.28,2.024,7,0.096,0.325,0,0.566
mix_missing_duplicate,1,000357.png,1,0.8821,137.9,106.6,0.031517,2.497,3.948,7,0.0,0.0,1,0.668
mix_missing_duplicate,1,000386.png,1,0.8681,34.5,47.0,0.003471,0.615,0.918,9,0.085,0.332,0,0.53
mix_missing_duplicate,1,000386.png,1,0.5563,125.1,214.8,0.057581,2.231,3.329,9,0.414,1.0,1,0.652
mix_missing_duplicate,1,000406.png,1,0.9033,62.4,65.6,0.008793,-1.0,-1.0,0,0.0,0.0,0,0.538
mix_missing_duplicate,1,000421.png,1,0.9319,207.8,224.8,0.100285,10.401,10.406,5,0.009,0.009,1,0.718
mix_missing_duplicate,1,000421.png,1,0.8724,36.3,110.7,0.008618,1.815,1.816,5,0.211,0.274,0,0.527
mix_missing_duplicate,1,000421.png,1,0.8709,33.7,85.6,0.006191,1.686,1.687,5,0.0,0.0,0,0.554
mix_missing_duplicate,1,000462.png,1,0.9278,210.2,284.5,0.128416,2.368,3.166,5,0.15,0.198,1,0.719
mix_missing_duplicate,1,000462.png,1,0.8454,71.8,140.6,0.021678,0.809,1.082,5,0.145,0.348,0,0.552
mix_missing_duplicate,1,000462.png,1,0.8345,99.8,206.8,0.044304,1.124,1.503,5,0.454,0.569,0,0.574
mix_missing_duplicate,1,000493.png,1,0.8452,192.2,292.2,0.120576,5.654,7.563,5,0.0,0.0,1,0.744
mix_missing_duplicate,1,000512.png,1,0.864,31.9,57.1,0.003905,-1.0,-1.0,0,0.0,0.0,0,0.536
mix_missing_duplicate,1,000521.png,1,0.8935,61.4,132.9,0.017505,1.362,2.264,4,0.183,0.223,0,0.6
mix_missing_duplicate,1,000521.png,1,0.5935,19.5,26.8,0.001121,0.433,0.72,4,0.0,0.0,0,0.51
mix_missing_duplicate,1,000539.png,1,0.8231,33.3,71.8,0.005124,1.453,1.768,6,0.088,0.134,0,0.537
mix_missing_duplicate,1,000539.png,1,0.7565,44.0,39.9,0.003766,1.922,2.338,6,0.0,0.0,1,0.58
mix_missing_duplicate,1,000581.png,1,0.7119,35.6,40.9,0.003126,-1.0,-1.0,0,0.0,0.0,0,0.595
mix_missing_duplicate,1,000612.png,1,0.7403,45.4,146.3,0.014246,0.484,1.57,6,0.231,0.443,0,0.556
mix_missing_duplicate,1,000612.png,1,0.6182,62.6,129.1,0.017343,0.668,2.166,6,0.159,0.514,0,0.554
mix_missing_duplicate,1,000612.png,0,0.598,83.7,200.2,0.036006,0.893,2.899,6,0.493,0.766,0,0.579
mix_missing_duplicate,1,000616.png,1,0.9291,52.7,65.7,0.007422,0.452,1.674,2,0.026,0.078,0,0.551
mix_missing_duplicate,1,000623.png,1,0.7259,43.5,61.7,0.005753,0.545,1.736,8,0.316,0.61,0,0.553
mix_missing_duplicate,1,000630.png,1,0.8081,31.0,31.9,0.00212,-1.0,-1.0,0,0.0,0.0,0,0.499
mix_missing_duplicate,1,000647.png,1,0.9008,64.4,73.8,0.010182,2.809,4.041,2,0.0,0.0,0,0.564
mix_missing_duplicate,1,000647.png,1,0.838,38.0,53.0,0.004315,1.656,2.383,2,0.0,0.0,0,0.531
mix_missing_duplicate,1,000664.png,1,0.9305,58.1,59.4,0.00746,1.468,1.834,4,0.283,0.34,0,0.531
mix_missing_duplicate,1,000683.png,1,0.6305,24.7,36.5,0.001934,0.898,0.997,2,0.0,0.0,0,0.521
mix_missing_duplicate,1,000714.png,1,0.9332,99.0,181.7,0.038615,1.704,2.056,5,0.148,0.236,0,0.59
mix_missing_duplicate,1,000725.png,1,0.9114,107.0,235.2,0.053912,1.241,3.624,6,0.483,0.513,0,0.634
mix_missing_duplicate,1,000725.png,0,0.7598,41.6,60.6,0.005402,0.483,1.41,6,0.809,0.833,0,0.547
mix_missing_duplicate,1,000725.png,1,0.6005,29.2,42.2,0.002646,0.339,0.991,6,0.315,0.662,0,0.527
mix_missing_duplicate,1,000729.png,1,0.8966,138.1,297.1,0.0881,1.638,3.504,6,0.458,0.616,1,0.658
mix_missing_duplicate,1,000729.png,0,0.5949,38.3,90.7,0.007461,0.454,0.972,6,0.687,0.837,0,0.506
mix_missing_duplicate,1,000829.png,1,0.9332,63.1,85.3,0.011555,-1.0,-1.0,0,0.0,0.0,0,0.564
mix_missing_duplicate,1,000829.png,1,0.799,40.4,53.1,0.004597,-1.0,-1.0,0,0.0,0.0,0,0.532
mix_missing_duplicate,1,000843.png,1,0.943,164.3,203.4,0.071776,3.624,8.475,5,0.051,0.075,1,0.776
mix_missing_duplicate,1,000843.png,1,0.9216,64.4,98.2,0.013567,1.42,3.32,5,0.222,0.268,0,0.559
mix_missing_duplicate,1,000843.png,1,0.5868,21.4,28.7,0.001319,0.473,1.105,5,0.0,0.0,0,0.504
mix_missing_duplicate,1,000846.png,0,0.696,38.2,108.0,0.008848,1.675,2.641,7,0.0,0.0,0,0.542
mix_missing_duplicate,1,000846.png,0,0.5873,31.7,89.3,0.006078,1.392,2.194,7,0.0,0.0,0,0.536
mix_missing_duplicate,1,000846.png,1,0.558,22.5,56.9,0.002752,0.989,1.56,7,0.0,0.0,0,0.485
mix_missing_duplicate,1,000854.png,1,0.9398,39.8,80.9,0.006916,-1.0,-1.0,0,0.0,0.0,0,0.55
mix_missing_duplicate,1,000854.png,1,0.7341,19.3,35.4,0.001468,-1.0,-1.0,0,0.0,0.0,0,0.504
mix_missing_duplicate,1,000859.png,1,0.7393,34.1,46.8,0.003432,0.482,2.017,4,0.096,0.138,0,0.511
mix_missing_duplicate,1,000859.png,1,0.6945,172.6,106.1,0.039311,2.439,10.194,4,0.0,0.0,1,0.769
mix_missing_duplicate,1,000882.png,1,0.9542,68.3,143.6,0.021075,0.505,2.161,7,0.011,0.042,0,0.572
mix_missing_duplicate,1,000882.png,1,0.9392,158.1,218.8,0.074309,1.169,5.001,7,0.242,0.321,0,0.679
mix_missing_duplicate,1,000882.png,1,0.897,34.9,37.5,0.002812,0.258,1.104,7,0.389,0.485,0,0.496
mix_missing_duplicate,1,000882.png,1,0.6687,26.7,29.5,0.001689,0.197,0.843,7,0.029,0.131,0,0.483
mix_missing_duplicate,1,000893.png,1,0.899,52.1,127.3,0.01424,-1.0,-1.0,0,0.0,0.0,0,0.59
mix_missing_duplicate,1,000897.png,1,0.5824,20.9,24.5,0.001098,0.501,0.501,1,0.0,0.0,0,0.497
mix_missing_duplicate,1,000918.png,1,0.8583,54.4,69.3,0.00809,1.142,2.679,10,0.278,0.345,0,0.539
mix_missing_duplicate,1,000930.png,0,0.6126,27.6,32.0,0.001896,0.347,0.764,4,0.0,0.0,0,0.491
mix_missing_duplicate,1,000970.png,0,0.5361,154.5,85.1,0.028234,3.414,4.722,6,0.0,0.0,1,0.792
mix_missing_duplicate,1,000985.png,1,0.9612,182.6,376.0,0.147156,5.426,11.096,12,0.118,0.119,1,0.753
mix_missing_duplicate,1,000985.png,1,0.9115,71.4,104.8,0.016044,2.122,4.339,12,0.0,0.0,0,0.607
mix_missing_duplicate,1,000985.png,0,0.5331,30.8,87.6,0.005783,0.915,1.871,12,0.297,0.963,0,0.538
mix_missing_duplicate,1,000985.png,0,0.5076,44.9,110.9,0.010684,1.335,2.73,12,0.575,1.0,0,0.56
mix_missing_duplicate,1,001012.png,1,0.8694,76.9,112.3,0.018545,0.414,1.756,4,0.121,0.338,0,0.596
mix_missing_duplicate,1,001012.png,1,0.8123,39.6,54.4,0.00462,0.213,0.904,4,0.052,0.276,0,0.536
mix_missing_duplicate,1,001013.png,1,0.9351,69.1,103.8,0.015372,1.011,2.01,6,0.0,0.0,0,0.57
mix_missing_duplicate,1,001013.png,1,0.8661,38.2,57.8,0.004735,0.559,1.112,6,0.0,0.0,0,0.531
mix_missing_duplicate,1,001013.png,0,0.5684,16.8,25.9,0.000934,0.246,0.489,6,0.0,0.0,0,0.495
mix_missing_duplicate,1,001013.png,1,0.5107,28.2,37.9,0.002292,0.413,0.821,6,0.0,0.0,0,0.516
mix_missing_duplicate,1,001044.png,1,0.8868,142.5,197.9,0.060545,3.074,4.294,3,0.164,0.476,0,0.663
mix_missing_duplicate,1,001044.png,1,0.8275,35.2,53.5,0.004043,0.759,1.06,3,0.0,0.0,0,0.508
mix_missing_duplicate,1,001044.png,1,0.7804,35.1,80.9,0.006098,0.757,1.057,3,0.0,0.0,0,0.512
mix_missing_duplicate,1,001044.png,1,0.6658,93.0,108.8,0.021739,2.007,2.803,3,0.015,0.109,0,0.559
mix_missing_duplicate,1,001044.png,0,0.5283,23.4,49.3,0.002475,0.505,0.705,3,0.0,0.0,0,0.485
mix_missing_duplicate,1,001090.png,1,0.8062,29.5,34.0,0.002152,-1.0,-1.0,0,0.0,0.0,0,0.542
mix_missing_duplicate,1,001100.png,1,0.8266,113.2,100.6,0.024442,1.198,4.526,6,0.0,0.0,1,0.582
mix_missing_duplicate,1,001100.png,1,0.8259,36.4,91.5,0.00715,0.385,1.455,6,0.31,0.362,0,0.548
mix_missing_duplicate,1,001100.png,0,0.5274,27.6,50.5,0.002992,0.292,1.103,6,0.756,0.976,0,0.534
mix_missing_duplicate,1,001143.png,1,0.9242,107.4,211.2,0.048717,3.238,3.238,1,0.0,0.0,1,0.668
mix_missing_duplicate,1,001143.png,1,0.8622,25.5,26.9,0.001476,0.769,0.769,1,0.0,0.0,0,0.488
mix_missing_duplicate,1,001158.png,1,0.836,29.3,31.7,0.001994,0.952,0.952,1,0.0,0.0,0,0.522
mix_missing_duplicate,1,001158.png,1,0.7646,53.5,74.9,0.008584,1.735,1.735,1,0.059,0.082,0,0.565
mix_missing_duplicate,1,001158.png,1,0.7247,33.1,48.9,0.003463,1.072,1.072,1,0.0,0.0,0,0.533
mix_missing_duplicate,1,001158.png,1,0.677,132.3,231.4,0.065623,4.293,4.293,1,0.0,0.0,0,0.671
mix_missing_duplicate,1,001158.png,1,0.5436,106.7,110.1,0.025173,3.461,3.461,1,0.0,0.0,1,0.671
mix_missing_duplicate,1,001190.png,1,0.9055,100.2,131.4,0.028289,1.867,3.512,5,0.089,0.571,0,0.662
mix_missing_duplicate,1,001190.png,1,0.8596,65.7,94.7,0.013372,1.225,2.303,5,0.252,0.316,0,0.595
mix_missing_duplicate,1,001192.png,1,0.9345,104.2,149.9,0.033542,1.432,2.626,2,0.233,0.277,0,0.63
mix_missing_duplicate,1,001209.png,1,0.7334,81.5,160.9,0.028147,1.45,5.663,12,0.542,0.698,0,0.562
mix_missing_duplicate,1,001209.png,1,0.5929,37.6,94.3,0.0076,0.668,2.61,12,0.441,0.904,0,0.514
mix_missing_duplicate,1,001276.png,1,0.9034,79.6,152.9,0.026149,1.564,4.229,6,0.143,0.21,0,0.624
