condition,cond_type,suspicion,type_injected,image,tp,raw,w_dev,h_dev,dx,dy,margin,shift_vs_size,match_iou,conf,p_h,p_w,aspect,area_frac,n_labels,covered_by_others,touches_edge
rot_m7_5,rotation,scale,1,000107.png,1,0.1694,0.15,0.1888,0.0563,0.0816,-0.0388,-0.1072,0.731,0.5647,34.0,40.3,1.184,0.002943,7,0.464,0
rot_m7_5,rotation,height,1,000136.png,1,0.1772,0.1139,0.1772,0.018,-0.0123,-0.0632,-0.1592,0.763,0.8907,39.2,52.7,1.345,0.004433,6,0.13,0
rot_m7_5,rotation,translation_x,0,000136.png,0,0.1025,-0.0008,-0.033,0.1025,-0.0467,-0.0322,0.0695,0.746,0.7895,27.8,35.1,1.264,0.002093,6,0.372,0
rot_m7_5,rotation,height,1,000136.png,0,0.184,0.0376,0.184,-0.0099,0.1417,-0.1464,-0.0423,0.743,0.7836,36.9,68.8,1.865,0.005446,6,0.054,0
rot_m7_5,rotation,height,1,000136.png,1,0.3993,0.0327,0.3993,0.0446,0.0747,-0.3666,-0.3246,0.66,0.7798,51.1,166.6,3.257,0.018294,6,0.563,0
rot_m7_5,rotation,scale,1,000136.png,1,0.335,0.2079,0.4621,0.0714,-0.0001,-0.2542,-0.3907,0.566,0.7334,57.5,162.3,2.823,0.020033,6,0.42,0
rot_m7_5,rotation,height,1,000194.png,1,0.1869,0.0987,0.1869,0.0221,0.04,-0.0882,-0.147,0.767,0.8732,28.7,37.0,1.29,0.002279,2,0.0,0
rot_m7_5,rotation,height,1,000286.png,1,0.1706,0.0055,0.1706,0.0422,0.0489,-0.1651,-0.1218,0.79,0.6718,31.1,40.2,1.293,0.002681,11,0.558,0
rot_m7_5,rotation,scale,1,000332.png,1,0.1698,0.1478,0.1919,-0.0264,0.0028,-0.044,-0.1655,0.731,0.8599,36.5,46.3,1.268,0.003655,1,0.0,0
rot_m7_5,rotation,width,1,000357.png,1,0.1542,0.1542,0.0389,0.0,-0.0451,0.1153,-0.1091,0.796,0.8821,137.9,106.6,0.773,0.031517,8,0.227,1
rot_m7_5,rotation,translation_x,0,000357.png,0,0.1061,0.0784,0.0416,-0.1061,-0.0603,0.0368,0.0277,0.73,0.5936,39.9,56.8,1.424,0.004859,8,0.661,0
rot_m7_5,rotation,height,1,000386.png,1,0.2312,0.0436,0.2312,-0.0047,0.0136,-0.1877,-0.2176,0.778,0.9544,200.2,414.0,2.067,0.177638,8,0.235,1
rot_m7_5,rotation,scale,1,000386.png,0,0.1555,-0.1289,-0.182,0.0722,-0.0254,-0.0531,-0.1098,0.702,0.3354,82.4,189.6,2.303,0.033474,8,1.0,0
rot_m7_5,rotation,scale,1,000386.png,1,0.2421,0.1724,0.3118,0.0531,0.0191,-0.1395,-0.2588,0.65,0.7752,34.8,58.7,1.686,0.00438,8,0.581,0
rot_m7_5,rotation,height,1,000421.png,1,0.2721,-0.0051,0.2721,-0.0158,0.0565,-0.2669,-0.2156,0.765,0.6508,19.8,41.9,2.121,0.001777,7,0.0,0
rot_m7_5,rotation,scale,1,000421.png,0,0.324,-0.3787,-0.2693,-0.13,-0.052,0.1095,-0.2488,0.454,0.4469,27.3,66.8,2.445,0.00392,7,0.683,0
rot_m7_5,rotation,height,1,000462.png,1,0.1953,-0.0291,0.1953,-0.0112,0.0862,-0.1662,-0.1092,0.816,0.705,71.4,161.9,2.267,0.024831,7,0.94,0
rot_m7_5,rotation,height,1,000462.png,1,0.1306,0.1024,0.1306,0.0185,-0.0308,-0.0282,-0.0998,0.802,0.8402,88.7,94.9,1.07,0.018064,7,0.0,0
rot_m7_5,rotation,height,1,000462.png,1,0.219,0.0633,0.219,-0.0,0.0036,-0.1557,-0.2154,0.771,0.9322,99.5,179.3,1.802,0.038295,7,0.259,1
rot_m7_5,rotation,height,1,000462.png,1,0.2461,0.0568,0.2461,-0.0122,0.0011,-0.1893,-0.2339,0.759,0.9171,129.2,238.0,1.842,0.066031,7,0.348,0
rot_m7_5,rotation,height,1,000462.png,1,0.2647,0.1032,0.2647,-0.022,-0.0055,-0.1615,-0.2427,0.717,0.8454,71.8,140.6,1.958,0.021678,7,0.425,0
rot_m7_5,rotation,height,1,000493.png,1,0.1315,0.0522,0.1315,-0.0202,-0.0128,-0.0793,-0.1113,0.84,0.8875,44.0,59.7,1.355,0.005641,4,0.009,0
rot_m7_5,rotation,width,1,000493.png,0,0.1643,-0.1643,-0.0118,0.12,0.0117,0.1525,-0.0443,0.752,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
rot_m7_5,rotation,height,1,000521.png,1,0.293,0.0824,0.293,-0.0367,0.0282,-0.2106,-0.2564,0.714,0.7181,42.6,78.8,1.848,0.007214,4,0.426,0
rot_m7_5,rotation,translation_y,0,000521.png,0,0.1324,0.1183,-0.0291,0.0658,0.1324,0.0892,0.0141,0.684,0.5935,19.5,26.8,1.371,0.001121,4,0.0,0
rot_m7_5,rotation,height,1,000537.png,1,0.2459,0.016,0.2459,0.0527,-0.0232,-0.2299,-0.1932,0.729,0.5992,21.4,36.5,1.704,0.001679,2,0.0,0
rot_m7_5,rotation,height,1,000539.png,1,0.2967,0.0452,0.2967,0.0135,0.0147,-0.2515,-0.282,0.738,0.8726,40.2,105.9,2.634,0.009142,7,0.074,0
rot_m7_5,rotation,width,1,000539.png,1,0.238,-0.238,0.0916,0.0748,-0.0205,0.1463,-0.1632,0.712,0.6364,21.2,47.7,2.253,0.002168,7,0.392,0
rot_m7_5,rotation,scale,1,000539.png,1,0.2677,0.2815,0.2539,-0.1268,0.0656,0.0276,-0.1547,0.622,0.7479,23.8,45.0,1.888,0.002302,7,0.378,0
rot_m7_5,rotation,width,1,000556.png,1,0.1242,0.1242,0.0851,0.0217,-0.0232,0.0392,-0.101,0.82,0.7901,29.3,40.6,1.387,0.002548,2,0.0,0
rot_m7_5,rotation,width,1,000577.png,0,0.1938,0.1938,-0.1132,-0.1024,0.0588,0.0806,-0.0913,0.746,0.4308,130.9,69.6,0.532,0.019575,5,0.0,1
rot_m7_5,rotation,scale,1,000577.png,1,0.1701,0.126,0.2141,0.0313,0.0293,-0.0881,-0.1828,0.731,0.8528,30.6,46.1,1.506,0.003024,5,0.0,0
rot_m7_5,rotation,height,1,000581.png,1,0.1244,-0.012,0.1244,-0.019,-0.0151,-0.1124,-0.1053,0.858,0.7119,35.6,40.9,1.147,0.003126,1,0.0,0
rot_m7_5,rotation,height,1,000601.png,1,0.2092,0.065,0.2092,-0.0279,0.0912,-0.1442,-0.118,0.776,0.736,34.4,66.0,1.919,0.004878,2,0.0,0
rot_m7_5,rotation,height,1,000612.png,1,0.2028,0.0867,0.2028,0.0034,-0.0085,-0.116,-0.1943,0.765,0.9204,160.1,250.8,1.567,0.086198,9,0.609,1
rot_m7_5,rotation,height,1,000612.png,0,0.1528,0.0444,0.1528,-0.0866,0.0571,-0.1084,-0.0662,0.738,0.254,27.2,72.2,2.658,0.004215,9,0.671,0
rot_m7_5,rotation,height,1,000612.png,0,0.2662,-0.1559,0.2662,0.0496,-0.1841,-0.1103,-0.0821,0.632,0.2632,46.1,133.0,2.888,0.013155,9,0.395,0
rot_m7_5,rotation,scale,1,000616.png,1,0.2419,0.232,0.2518,-0.0549,0.0122,-0.0198,-0.1969,0.648,0.6724,30.2,43.9,1.455,0.002843,3,0.068,0
rot_m7_5,rotation,width,1,000623.png,0,0.1745,-0.1745,-0.0241,0.0363,-0.07,0.1504,-0.1045,0.723,0.3458,81.7,184.4,2.257,0.032358,7,0.031,0
rot_m7_5,rotation,height,1,000647.png,1,0.1404,0.0738,0.1404,0.0007,-0.0169,-0.0666,-0.1235,0.817,0.9008,64.4,73.8,1.147,0.010182,6,0.007,0
rot_m7_5,rotation,height,1,000647.png,1,0.2643,0.1184,0.2643,0.097,-0.098,-0.1459,-0.1664,0.663,0.2771,15.7,29.4,1.874,0.00099,6,0.0,0
rot_m7_5,rotation,translation_y,0,000657.png,0,0.1368,0.0088,-0.0465,-0.0259,-0.1368,-0.0376,0.0904,0.721,0.5261,17.4,21.1,1.211,0.000788,2,0.0,0
rot_m7_5,rotation,scale,1,000664.png,1,0.1914,0.1691,0.2137,-0.0778,-0.0118,-0.0446,-0.1359,0.705,0.8075,33.7,49.7,1.476,0.00362,5,0.589,0
rot_m7_5,rotation,scale,1,000664.png,1,0.283,0.343,0.223,0.0964,-0.0158,0.12,-0.2466,0.609,0.5068,37.1,38.7,1.042,0.003103,5,0.552,0
rot_m7_5,rotation,height,1,000682.png,1,0.137,0.0756,0.137,-0.0009,-0.02,-0.0614,-0.117,0.818,0.6042,23.1,28.7,1.244,0.001423,2,0.0,0
rot_m7_5,rotation,height,1,000683.png,1,0.1515,0.0511,0.1515,0.0731,0.0064,-0.1004,-0.0784,0.757,0.6305,24.7,36.5,1.478,0.001934,4,0.0,0
rot_m7_5,rotation,height,1,000714.png,1,0.2768,0.0613,0.2768,-0.0044,-0.0056,-0.2155,-0.2712,0.738,0.9332,99.0,181.7,1.836,0.038615,6,0.209,0
rot_m7_5,rotation,height,1,000725.png,0,0.1353,0.0702,-0.1353,0.035,0.0637,-0.0651,-0.0716,0.815,0.8326,185.2,130.5,0.705,0.051786,7,0.415,1
rot_m7_5,rotation,height,1,000725.png,1,0.1496,0.0924,0.1496,0.0022,-0.0255,-0.0572,-0.1241,0.796,0.829,29.1,32.9,1.129,0.002053,7,0.0,0
rot_m7_5,rotation,height,1,000725.png,1,0.2462,-0.1269,0.2462,-0.0649,0.0029,-0.1192,-0.1813,0.717,0.7178,67.4,164.2,2.437,0.023699,7,0.253,0
rot_m7_5,rotation,scale,1,000725.png,1,0.2655,0.2836,0.2474,0.1021,-0.0243,0.0362,-0.1815,0.625,0.7433,86.1,138.4,1.608,0.025543,7,0.752,1
rot_m7_5,rotation,height,1,000729.png,1,0.1392,0.0862,0.1392,-0.0175,0.0396,-0.053,-0.0996,0.808,0.8454,52.2,69.9,1.34,0.007835,6,0.069,0
rot_m7_5,rotation,height,1,000729.png,1,0.2251,-0.0526,0.2251,0.0921,0.0275,-0.1725,-0.1329,0.689,0.2916,54.8,158.1,2.885,0.018596,6,0.432,0
rot_m7_5,rotation,width,1,000747.png,0,0.1481,0.1481,0.0896,-0.0953,0.0145,0.0586,-0.0529,0.769,0.372,30.6,38.5,1.261,0.002527,5,0.446,0
rot_m7_5,rotation,height,1,000747.png,0,0.2514,0.0713,0.2514,0.0237,0.0259,-0.18,-0.2255,0.746,0.6725,18.2,23.0,1.262,0.000897,5,0.0,0
rot_m7_5,rotation,translation_y,0,000747.png,0,0.1316,-0.117,-0.0949,-0.056,0.1316,0.0221,0.0146,0.675,0.6663,27.7,30.3,1.094,0.001805,5,0.0,0
rot_m7_5,rotation,height,1,000747.png,1,0.322,-0.1475,0.322,-0.0779,0.0043,-0.1745,-0.2441,0.663,0.4229,28.6,98.4,3.433,0.00605,5,0.0,0
rot_m7_5,rotation,height,1,000843.png,1,0.1854,0.0298,0.1854,0.0057,-0.0173,-0.1555,-0.168,0.819,0.929,101.0,195.6,1.937,0.042391,9,0.177,0
rot_m7_5,rotation,height,1,000843.png,1,0.1431,0.0727,0.1431,-0.0119,0.0084,-0.0703,-0.1312,0.816,0.943,164.3,203.4,1.238,0.071776,9,0.104,1
rot_m7_5,rotation,height,1,000843.png,1,0.1778,-0.0346,0.1778,0.0239,-0.0637,-0.1432,-0.1141,0.814,0.4797,18.8,25.8,1.373,0.001045,9,0.0,0
rot_m7_5,rotation,height,1,000843.png,1,0.1308,0.0899,0.1308,-0.0159,-0.0506,-0.0409,-0.0803,0.811,0.4749,30.2,43.0,1.426,0.002784,9,0.281,0
rot_m7_5,rotation,height,1,000843.png,1,0.2023,0.0499,0.2023,0.0126,0.0427,-0.1524,-0.1596,0.792,0.9216,64.4,98.2,1.525,0.013567,9,0.234,0
rot_m7_5,rotation,width,1,000846.png,0,0.1361,0.1361,0.0026,-0.038,0.0226,0.1336,-0.0981,0.843,0.6837,22.7,58.7,2.582,0.002862,7,0.0,0
rot_m7_5,rotation,translation_y,0,000846.png,0,0.1004,-0.074,-0.0744,-0.0067,-0.1004,-0.0005,0.0259,0.755,0.5192,15.9,26.5,1.66,0.000907,7,0.0,0
rot_m7_5,rotation,width,1,000859.png,0,0.2538,0.2538,0.0552,-0.136,-0.0309,0.1986,-0.1178,0.74,0.6945,172.6,106.1,0.615,0.039311,6,0.0,1
rot_m7_5,rotation,height,1,000859.png,1,0.2146,0.1141,0.2146,-0.0052,0.0108,-0.1005,-0.2038,0.739,0.9184,116.8,165.8,1.419,0.041597,6,0.13,0
rot_m7_5,rotation,scale,1,000859.png,1,0.3358,0.3572,0.3144,-0.0987,0.0148,0.0428,-0.2585,0.561,0.6033,21.8,30.6,1.407,0.00143,6,0.317,0
rot_m7_5,rotation,height,1,000882.png,1,0.1391,0.0907,0.1391,0.0065,-0.0255,-0.0484,-0.1136,0.805,0.9212,141.5,204.5,1.445,0.062106,9,0.0,1
rot_m7_5,rotation,height,1,000882.png,1,0.2569,-0.0006,0.2569,0.024,0.0303,-0.2563,-0.2266,0.762,0.9542,68.3,143.6,2.102,0.021075,9,0.0,0
rot_m7_5,rotation,scale,1,000882.png,0,0.1374,-0.1534,-0.1214,0.0337,-0.0584,0.032,-0.0951,0.744,0.6687,26.7,29.5,1.106,0.001689,9,0.104,0
rot_m7_5,rotation,height,1,000893.png,1,0.3891,0.0922,0.3891,0.0078,-0.0131,-0.2968,-0.376,0.659,0.899,52.1,127.3,2.444,0.01424,1,0.0,0
rot_m7_5,rotation,height,1,000897.png,1,0.3823,0.1069,0.3823,0.0028,0.0011,-0.2754,-0.3795,0.654,0.7559,38.4,85.3,2.222,0.007023,2,0.0,0
rot_m7_5,rotation,width,1,000910.png,0,0.1353,0.1353,0.0072,0.0346,0.0019,0.1281,-0.1007,0.875,0.397,26.6,56.4,2.125,0.003219,8,0.643,0
rot_m7_5,rotation,height,1,000910.png,1,0.2391,0.0378,0.2391,-0.0108,-0.0167,-0.2012,-0.2224,0.778,0.9111,152.0,293.2,1.929,0.095702,8,0.142,1
rot_m7_5,rotation,height,1,000918.png,0,0.1811,-0.0888,-0.1811,-0.0156,0.0061,-0.0923,-0.1655,0.746,0.313,24.8,54.5,2.198,0.0029,7,0.0,0
rot_m7_5,rotation,height,1,000918.png,1,0.1698,0.023,0.1698,-0.0748,0.0473,-0.1468,-0.0949,0.743,0.7536,41.2,56.8,1.377,0.005025,7,0.572,0
rot_m7_5,rotation,translation_y,0,000936.png,1,0.139,-0.0738,-0.0127,0.0275,-0.139,0.0611,0.0652,0.705,0.272,61.4,122.0,1.986,0.016092,12,0.758,0
rot_m7_5,rotation,scale,1,000936.png,1,0.2571,0.1585,0.3557,-0.0022,0.0214,-0.1972,-0.3343,0.637,0.7665,64.1,140.9,2.2,0.01938,12,0.447,0
rot_m7_5,rotation,height,1,000936.png,0,0.252,-0.0251,0.252,-0.0563,0.2217,-0.227,-0.0304,0.611,0.3914,93.0,152.8,1.643,0.030519,12,1.0,1
rot_m7_5,rotation,scale,1,000936.png,0,0.2317,-0.2473,-0.2161,0.0445,-0.0796,0.0312,-0.1677,0.59,0.3649,38.0,90.9,2.389,0.007423,12,0.978,0
rot_m7_5,rotation,height,1,000970.png,1,0.1494,0.1152,0.1494,-0.0049,0.0091,-0.0342,-0.1403,0.78,0.8528,46.4,62.7,1.352,0.00624,6,0.496,0
rot_m7_5,rotation,height,1,000985.png,0,0.138,0.0059,0.138,0.0037,0.0644,-0.1321,-0.0736,0.872,0.344,58.9,128.5,2.182,0.016225,11,0.898,0
rot_m7_5,rotation,height,1,000985.png,1,0.169,0.0825,0.169,-0.0443,0.0327,-0.0866,-0.1247,0.786,0.8125,42.1,68.7,1.633,0.006193,11,0.367,0
rot_m7_5,rotation,height,1,000985.png,1,0.2082,0.0743,0.2082,-0.0002,-0.0022,-0.1339,-0.206,0.77,0.9115,71.4,104.8,1.468,0.016044,11,0.009,0
rot_m7_5,rotation,scale,1,000985.png,1,0.1516,0.1435,0.1596,-0.0613,0.0426,-0.0161,-0.0983,0.754,0.2608,21.5,27.0,1.255,0.001249,11,0.163,0
rot_m7_5,rotation,scale,1,000985.png,1,0.2221,0.2165,0.2277,0.0634,0.0148,-0.0112,-0.1644,0.67,0.5383,21.0,22.0,1.051,0.000991,11,0.0,0
rot_m7_5,rotation,height,1,000998.png,1,0.1383,0.0329,0.1383,-0.0386,0.0139,-0.1054,-0.0997,0.816,0.8246,63.7,78.7,1.236,0.010773,8,0.549,0
rot_m7_5,rotation,height,1,000998.png,1,0.2658,0.0188,0.2658,0.0032,-0.0446,-0.247,-0.2211,0.775,0.6931,31.7,40.4,1.273,0.002752,8,0.382,0
rot_m7_5,rotation,height,1,000998.png,1,0.3241,0.068,0.3241,0.0026,0.0125,-0.2561,-0.3116,0.707,0.8867,72.3,150.9,2.087,0.023435,8,0.212,0
rot_m7_5,rotation,scale,1,000998.png,1,0.2115,0.1515,0.2714,-0.0212,0.009,-0.1199,-0.2502,0.683,0.808,57.1,97.3,1.703,0.011932,8,0.403,0
rot_m7_5,rotation,height,1,001012.png,1,0.176,0.1078,0.176,0.0106,0.032,-0.0682,-0.144,0.768,0.8787,82.4,118.9,1.442,0.021043,6,0.074,0
rot_m7_5,rotation,scale,1,001013.png,0,0.3094,-0.3237,-0.2951,0.0466,-0.1498,0.0286,-0.1739,0.475,0.3432,63.6,153.5,2.414,0.020907,9,1.0,0
rot_m7_5,rotation,width,1,001100.png,0,0.1324,0.1324,-0.085,-0.0545,-0.0394,0.0475,-0.0779,0.816,0.3675,29.8,57.1,1.918,0.003655,8,0.715,0
rot_m7_5,rotation,height,1,001100.png,1,0.2338,0.0488,0.2338,-0.0091,-0.0066,-0.1849,-0.2247,0.773,0.9273,159.6,280.7,1.758,0.096218,8,0.157,1
rot_m7_5,rotation,height,1,001100.png,1,0.3548,0.0721,0.3548,0.0194,-0.0378,-0.2827,-0.317,0.688,0.8259,36.4,91.5,2.516,0.00715,8,0.261,0
rot_m7_5,rotation,translation_x,0,001100.png,0,0.1774,-0.0986,0.0007,0.1774,-0.0961,0.0979,0.0788,0.581,0.3194,25.0,29.8,1.193,0.0016,8,0.351,0
rot_m7_5,rotation,height,1,001135.png,1,0.2547,0.1164,0.2547,-0.0111,-0.0058,-0.1383,-0.2435,0.714,0.8107,80.1,120.0,1.498,0.02064,1,0.0,0
rot_m7_5,rotation,height,1,001190.png,0,0.1368,-0.0087,0.1368,0.0287,0.0442,-0.1281,-0.0926,0.834,0.9055,100.2,131.4,1.311,0.028289,7,0.589,0
rot_m7_5,rotation,height,1,001190.png,1,0.166,0.0885,0.166,0.0151,0.0254,-0.0775,-0.1406,0.788,0.8691,66.1,81.9,1.239,0.011611,7,0.0,0
rot_m7_5,rotation,height,1,001190.png,1,0.2214,0.0942,0.2214,0.0056,0.0342,-0.1272,-0.1871,0.748,0.8216,50.7,66.4,1.311,0.00722,7,0.629,0
rot_m7_5,rotation,height,1,001190.png,1,0.2899,-0.0036,0.2899,-0.026,0.0106,-0.2863,-0.2639,0.74,0.8596,65.7,94.7,1.441,0.013372,7,0.433,0
rot_m7_5,rotation,scale,1,001190.png,1,0.217,0.1914,0.2426,-0.049,-0.0046,-0.0512,-0.1936,0.675,0.3952,31.2,37.9,1.218,0.002539,7,0.621,0
rot_m7_5,rotation,height,1,001192.png,1,0.1947,0.0789,0.1947,-0.02,0.0145,-0.1158,-0.1747,0.776,0.9345,104.2,149.9,1.439,0.033542,3,0.317,0
rot_m7_5,rotation,scale,1,001192.png,1,0.1806,0.1323,0.2288,0.0108,0.0296,-0.0964,-0.1992,0.719,0.8347,69.4,96.4,1.389,0.01436,3,0.685,0
rot_m7_5,rotation,height,1,001209.png,1,0.133,0.0863,0.133,0.0221,-0.0085,-0.0467,-0.1109,0.812,0.9408,207.2,192.8,0.931,0.085771,13,0.426,1
rot_m7_5,rotation,height,1,001209.png,1,0.1973,0.0579,0.1973,0.0071,0.0163,-0.1394,-0.181,0.789,0.9294,161.4,276.3,1.712,0.09574,13,0.371,0
rot_m7_5,rotation,scale,1,001209.png,0,0.1498,0.1531,0.1465,0.0496,-0.0212,0.0066,-0.1035,0.756,0.5922,49.0,106.8,2.177,0.011241,13,0.897,0
rot_m7_5,rotation,translation_x,0,001209.png,0,0.1528,0.0158,-0.0645,-0.1528,-0.0262,-0.0487,0.0883,0.695,0.2967,29.8,70.4,2.362,0.004505,13,0.704,0
rot_m7_5,rotation,height,1,001209.png,1,0.2472,-0.0349,0.2472,0.0851,-0.003,-0.2123,-0.1621,0.687,0.6785,18.5,30.3,1.643,0.001203,13,0.024,0
rot_m7_5,rotation,height,1,001226.png,1,0.1753,0.0414,0.1753,-0.0158,0.002,-0.1339,-0.1594,0.817,0.9338,48.0,63.7,1.326,0.006571,4,0.149,0
rot_m7_5,rotation,scale,1,001276.png,1,0.1683,0.1438,0.1928,-0.0346,-0.0037,-0.049,-0.1582,0.733,0.6732,73.8,104.8,1.42,0.016599,6,0.296,0
rot_p7_5,rotation,height,1,000006.png,1,0.2214,0.0977,0.2214,-0.0176,-0.0066,-0.1238,-0.2038,0.746,0.3256,40.6,68.3,1.68,0.005989,4,0.191,0
rot_p7_5,rotation,height,1,000006.png,1,0.2611,-0.0191,0.2611,-0.0473,-0.0149,-0.2419,-0.2137,0.729,0.7365,33.4,73.8,2.206,0.005328,4,0.0,0
rot_p7_5,rotation,scale,1,000029.png,1,0.164,0.1582,0.1698,0.0208,0.0526,-0.0116,-0.1172,0.738,0.5179,29.7,35.8,1.206,0.00228,1,0.0,0
rot_p7_5,rotation,width,1,000060.png,1,0.234,-0.234,0.1658,-0.1114,0.0218,0.0682,-0.1227,0.68,0.283,19.7,49.8,2.527,0.002105,2,0.0,0
rot_p7_5,rotation,height,1,000066.png,1,0.2188,0.1177,0.2188,-0.0114,-0.0051,-0.1011,-0.2074,0.734,0.8335,34.9,38.7,1.109,0.002897,2,0.0,0
rot_p7_5,rotation,height,1,000075.png,1,0.1641,0.0911,0.1641,0.0049,-0.0285,-0.073,-0.1355,0.787,0.9093,79.1,118.0,1.493,0.020031,5,0.209,0
rot_p7_5,rotation,height,1,000075.png,1,0.1668,0.1037,0.1668,-0.0126,0.0031,-0.0631,-0.1542,0.776,0.9116,55.8,79.3,1.42,0.009504,5,0.435,0
rot_p7_5,rotation,height,1,000075.png,1,0.197,0.0815,0.197,-0.0162,0.0385,-0.1156,-0.1585,0.772,0.8902,40.2,60.4,1.503,0.005209,5,0.247,0
rot_p7_5,rotation,width,1,000075.png,1,0.2379,0.2379,0.1008,0.0205,-0.007,0.1371,-0.2174,0.734,0.8478,231.7,152.6,0.659,0.0759,5,0.0,1
rot_p7_5,rotation,width,1,000075.png,0,0.1413,-0.1413,-0.0166,0.1143,0.0347,0.1247,-0.027,0.733,0.4814,25.3,49.2,1.942,0.002674,5,0.0,0
rot_p7_5,rotation,height,1,000107.png,1,0.1465,0.0501,0.1465,-0.0117,-0.0183,-0.0964,-0.1282,0.831,0.8354,55.5,72.7,1.309,0.008661,7,0.0,0
rot_p7_5,rotation,height,1,000107.png,1,0.2494,0.0524,0.2494,-0.0039,0.0189,-0.197,-0.2305,0.761,0.9097,195.2,427.0,2.188,0.178904,7,0.163,1
rot_p7_5,rotation,scale,1,000107.png,1,0.1686,0.1474,0.1897,0.0269,0.0416,-0.0423,-0.1481,0.733,0.8693,78.6,102.7,1.306,0.017324,7,0.48,0
rot_p7_5,rotation,scale,1,000107.png,1,0.1694,0.15,0.1888,0.0563,0.0816,-0.0388,-0.1072,0.731,0.5647,34.0,40.3,1.184,0.002943,7,0.464,0
rot_p7_5,rotation,translation_x,0,000136.png,0,0.1025,-0.0008,-0.033,0.1025,-0.0467,-0.0322,0.0695,0.746,0.7895,27.8,35.1,1.264,0.002093,6,0.282,0
rot_p7_5,rotation,height,1,000136.png,0,0.184,0.0376,0.184,-0.0099,0.1417,-0.1464,-0.0423,0.743,0.7836,36.9,68.8,1.865,0.005446,6,0.209,0
rot_p7_5,rotation,height,1,000136.png,1,0.2835,0.0501,0.2835,-0.0033,-0.0004,-0.2334,-0.2802,0.742,0.9678,164.1,370.3,2.257,0.13049,6,0.008,1
rot_p7_5,rotation,scale,1,000136.png,1,0.335,0.2079,0.4621,0.0714,-0.0001,-0.2542,-0.3907,0.566,0.7334,57.5,162.3,2.823,0.020033,6,0.287,0
rot_p7_5,rotation,width,1,000178.png,1,0.1457,0.1457,0.0597,-0.0019,0.0158,0.086,-0.1299,0.824,0.8463,26.8,25.8,0.961,0.001484,8,0.0,0
rot_p7_5,rotation,height,1,000178.png,1,0.2312,0.0774,0.2312,0.0077,0.0004,-0.1538,-0.2235,0.754,0.9329,167.6,262.8,1.568,0.094583,8,0.445,0
rot_p7_5,rotation,height,1,000178.png,1,0.2004,0.1053,0.2004,-0.0274,0.0145,-0.0951,-0.173,0.754,0.9092,62.7,85.1,1.357,0.011449,8,0.412,0
rot_p7_5,rotation,height,1,000194.png,1,0.1516,0.0568,0.1516,-0.0039,0.0122,-0.0948,-0.1394,0.822,0.9091,56.5,80.6,1.425,0.009776,2,0.0,0
rot_p7_5,rotation,height,1,000286.png,1,0.4523,0.0905,0.4523,0.0508,0.0531,-0.3618,-0.3992,0.626,0.7037,28.3,83.6,2.961,0.005074,11,0.0,0
rot_p7_5,rotation,height,1,000295.png,1,0.1801,0.0648,0.1801,-0.0064,-0.0267,-0.1154,-0.1535,0.796,0.9016,95.4,134.6,1.411,0.027569,2,0.0,0
rot_p7_5,rotation,height,1,000357.png,1,0.1544,0.0842,0.1544,0.0062,-0.007,-0.0702,-0.1474,0.799,0.9401,57.5,88.0,1.531,0.010847,8,0.329,0
rot_p7_5,rotation,height,1,000357.png,1,0.154,0.1107,0.154,-0.0384,-0.0484,-0.0433,-0.1056,0.78,0.8663,34.3,38.3,1.116,0.00282,8,0.0,0
rot_p7_5,rotation,height,1,000357.png,1,0.2324,0.0484,0.2324,0.0026,0.0157,-0.184,-0.2167,0.774,0.9183,126.9,244.8,1.929,0.066579,8,0.321,0
rot_p7_5,rotation,height,1,000357.png,1,0.2579,0.0499,0.2579,0.0265,0.0097,-0.2081,-0.2315,0.755,0.9099,70.7,158.7,2.245,0.024048,8,0.439,0
rot_p7_5,rotation,translation_x,0,000357.png,0,0.1061,0.0784,0.0416,-0.1061,-0.0603,0.0368,0.0277,0.73,0.5936,39.9,56.8,1.424,0.004859,8,0.817,0
rot_p7_5,rotation,height,1,000386.png,1,0.1685,0.0376,0.1685,-0.0191,0.0436,-0.1308,-0.1249,0.824,0.5563,125.1,214.8,1.717,0.057581,8,0.95,1
rot_p7_5,rotation,height,1,000386.png,1,0.1737,0.0352,0.1737,-0.002,-0.0381,-0.1385,-0.1356,0.823,0.8625,57.8,96.6,1.673,0.011962,8,0.873,0
rot_p7_5,rotation,scale,1,000421.png,0,0.324,-0.3787,-0.2693,-0.13,-0.052,0.1095,-0.2488,0.454,0.4469,27.3,66.8,2.445,0.00392,7,0.683,0
rot_p7_5,rotation,height,1,000460.png,1,0.3427,0.0378,0.3427,0.0142,0.0184,-0.3048,-0.3243,0.718,0.8993,105.4,319.8,3.033,0.074461,1,0.0,0
rot_p7_5,rotation,height,1,000462.png,1,0.219,0.0633,0.219,-0.0,0.0036,-0.1557,-0.2154,0.771,0.9322,99.5,179.3,1.802,0.038295,7,0.207,1
rot_p7_5,rotation,height,1,000493.png,1,0.1315,0.0522,0.1315,-0.0202,-0.0128,-0.0793,-0.1113,0.84,0.8875,44.0,59.7,1.355,0.005641,4,0.009,0
rot_p7_5,rotation,translation_x,0,000493.png,1,0.12,-0.0673,0.1148,0.12,0.0117,-0.0475,0.0052,0.709,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
